Wallgau Rathaus ab ,"",5.49 ,6.27 ,"",7.00 ,"",7.11 ,"","",8.25 ,"",9.14 ,9.47 ,9.48 ,10.30 ,11.30 ,12.38 ,13.41 ,14.05 ,14.20 ,15.27 ,15.35 ,16.35 ,16.41 ,17.48 ,18.46
Wallgau Alpenhof ,"",5.50 ,6.28 ,"",7.01 ,"",7.12 ,"","",8.26 ,"",9.15 ,9.48 ,9.49 ,10.31 ,11.31 ,12.39 ,13.42 ,14.06 ,14.21 ,15.28 ,15.36 ,16.36 ,16.42 ,17.49 ,18.47
Krün Gh. Post/Cafe Kranzbach ,"",5.53 ,6.31 ,"",7.04 ,"",7.15 ,"","",8.29 ,"",9.18 ,9.51 ,9.52 ,10.34 ,11.34 ,12.42 ,13.45 ,14.09 ,14.24 ,15.31 ,15.39 ,16.39 ,16.45 ,17.52 ,18.50
Bärnbichl ,"",5.54 ,"","",7.05 ,"","","","",8.30 ,"","","",9.53 ,"","",12.43 ,"",14.10 ,"",15.32 ,"",16.40,"","",""
Barmsee ,"",5.55 ,"","",7.06 ,"","","","",8.31 ,"","","",9.54 ,"","",12.44 ,"",14.11 ,"",15.33 ,"",16.41,"","",""
Klais Fußgängerunterführung ,"",5.56 ,"","",7.07 ,"","","","",8.32 ,"","","",9.55 ,"","",12.45 ,"",14.12 ,"",15.34 ,"",16.42,"","",""
Krün Siedlung ,"","",6.32 ,"","","",7.16 ,"","","","",9.19 ,9.52 ,"",10.35 ,11.35 ,"",13.46 ,"",14.25 ,"",15.40 ,"",16.46 ,17.53 ,18.51
Isar-Seinsbrücke ,"","",6.34 ,"","","",7.18 ,"","","","",9.21 ,9.54 ,"",10.37 ,11.37 ,"",13.48 ,"",14.27 ,"",15.42 ,"",16.48 ,17.55 ,18.53
Mittenwald Kasernen ,"","",6.36 ,"","","",7.20 ,"","","","",9.23 ,9.56 ,"",10.39 ,11.39 ,"",13.50 ,"",14.29 ,"",15.44 ,"",16.50 ,17.57 ,18.55
Mittenwald Partenkirchner Straße ,"","",6.38 ,"","","",7.22 ,"","","","",9.26 ,9.59 ,"",10.41 ,11.41 ,"",13.52 ,"",14.31 ,"",15.46 ,"",16.52 ,17.59 ,18.57
Mittenwald Geigenbauschule ,"","",6.39 ,"","","",7.23 ,"","","","",9.27 ,10.00 ,"",10.42 ,11.42 ,"",13.53 ,"",14.32 ,"",15.47 ,"",16.53 ,18.00 ,18.58
Mittenwald Bahnhof an ,"","",6.42 ,"","","",7.26 ,"","","","",9.30 ,10.03 ,"",10.45 ,11.45 ,"",13.56 ,"",14.35 ,"",15.50 ,"",16.56 ,18.03 ,19.01
Anschlußhinweis,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Bus nach Seefeld (über Leutasch) ab ,"","","","","","","","","","","","",10.20 ,"","",12.20 ,"",14.20 ,"","","",16.20,"","","",""
Bus nach Seefeld (über Scharnitz) ab ,"","","","","","","","","","","","","","",11.03 ,"","","","",15.08 ,"","","",17.03,"",""
Bus aus Seefeld (über Leutasch) an ,"","","","","","","","","","","",9.03 ,"","","",11.03,"","","","","","","","","",""
Bus aus Seefeld (über Scharnitz) an ,"","","","","","","","","","","",9.28 ,"","",10.18 ,"","","","","","","","",16.18,"",""
Mittenwald Bahnhof ab ,"","","","","","",7.30 ,"","","","",9.35 ,10.08 ,"",10.48 ,11.47 ,"","","","","","","",17.00 ,18.05 ,19.01
Mittenwald Geigenbauschule ,"","","","","","",7.31 ,"","","","",9.37 ,10.09 ,"",10.49 ,11.48 ,"","","","","","","",17.01 ,18.06 ,19.02
Mittenwald Partenkirchner Straße ,"","","","","","",7.32 ,"","","","",9.40 ,10.10 ,"",10.50 ,11.49 ,"","","","","","","",17.02 ,18.07 ,19.03
Schmalensee ,"","","","","","",7.35 ,"","","","",9.43 ,10.13 ,"",10.53 ,11.52 ,"","","","","","","",17.05 ,18.10 ,19.06
Klais Bahnhof ,"","","","","","",7.40 ,"","","","",9.48 ,10.18 ,"",10.58 ,11.57 ,"","","","","","","",17.10 ,18.15 ,19.11
Gerold Abzw. ,"",5.59 ,"","",7.10 ,"",7.43 ,"","",8.35 ,"",9.51 ,10.21 ,9.58 ,11.01 ,12.00 ,12.48 ,"",14.15 ,"",15.37 ,"",16.45 ,17.13 ,18.18 ,19.14
Kaltenbrunn Gasth. ,"",6.01 ,"","",7.12 ,"",7.45 ,"","",8.37 ,"",9.53 ,10.23 ,10.00 ,11.03 ,12.02 ,12.50 ,"",14.17 ,"",15.39 ,"",16.47 ,17.15 ,18.20 ,19.16
Schlattan ,"",6.02 ,"","",7.13 ,"",7.46 ,"","",8.38 ,"",9.54 ,10.24 ,10.01 ,11.04 ,12.03 ,12.51 ,"",14.18 ,"",15.40 ,"",16.48 ,17.16 ,18.21 ,19.17
Anzlesau ,"",6.03 ,"","",7.14 ,"",7.47 ,"","",8.39 ,"",9.55 ,10.25 ,10.02 ,11.05 ,12.04 ,12.52 ,"",14.19 ,"",15.41 ,"",16.49 ,17.17 ,18.22 ,19.18
Partenkirchen Alpenstraße ,Y ,6.07 ,"",Y ,7.18 ,Y ,7.51 ,"",Y ,8.43 ,Y ,9.59 ,Y 10.28 ,Y 10.06 ,Y 11.09 ,Y 12.08 ,Y 12.56 ,"",Y 14.23 ,"",Y 15.45 ,"",Y 16.53 ,Y 17.21 ,Y 18.26 ,Y 19.22
Partenkirchen Mittenwalder Straße ,Y ,6.08 ,"",Y ,7.19 ,Y ,7.52 ,"",Y ,8.44 ,Y 10.00 ,"",Y 10.28 ,Y 10.06 ,Y 11.10 ,Y 12.09 ,Y 12.57 ,"",Y 14.24 ,"",Y 15.46 ,"",Y 16.54 ,Y 17.22 ,Y 18.27 ,Y 19.23
Partenkirchen Haupt-/Dr.Wigger-Str ,Y ,6.09 ,"",Y ,7.20 ,Y ,7.53 ,"",Y ,8.45 ,Y 10.01 ,"",Y 10.29 ,Y 10.08 ,Y 11.11 ,Y 12.10 ,Y 12.58 ,"",Y 14.25 ,"",Y 15.47 ,"",Y 16.55 ,Y 17.23 ,Y 18.28 ,Y 19.24
Garmisch-Partenk. Rathaus ,Y ,6.11 ,"",Y ,7.22 ,Y ,7.55 ,"",Y ,8.47 ,Y 10.03 ,"",Y 10.31 ,Y 10.10 ,Y 11.13 ,Y 12.12 ,Y 13.00 ,"",Y 14.27 ,"",Y 15.49 ,"",Y 16.57 ,Y 17.25 ,Y 18.30 ,Y 19.26
Garmisch-Partenkirchen Bahnhof ,Y ,6.14 ,"",J ,7.25 ,Y ,8.00 ,"",Y ,8.50 ,Y 10.06 ,"",Y 10.33 ,Y 10.15 ,Y 11.18 ,Y 12.15 ,Y 13.03 ,"",Y 14.30 ,"",Y 15.52 ,"",Y 17.00 ,Y 17.30 ,Y 18.33 ,Y 19.30
Anschlußhinweis,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Zug nach München ab ,"",6.18 ,"","",7.36 ,"",8.07 ,"","",9.07 ,"","",11.07 ,11.07 ,12.07 ,12.24 ,13.07 ,"",15.07 ,"",16.07 ,"",17.07 ,18.07 ,19.07 ,20.05
Fahrtnummer ,"",606 ,652 ,"",614 ,616 ,624 ,632 ,630 ,634 ,644 ,650 ,648 ,"",706 ,752 ,"",714 ,716 ,724 ,732 ,730 ,734 ,744 ,750 ,748
Haltestellen ,"","",P ,"","","","","","",G ,G ,G W ,P ,"","",P ,"","","","","","","","",W ,P
Anschlußhinweis,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Zug aus München an ,"","",8.08 ,"","",9.08 ,11.08 ,"",14.07 ,16.08 ,18.08 ,"",19.08 ,"","",8.08 ,"","",9.08 ,11.08 ,"",14.07 ,16.08 ,18.08 ,"",19.08
Bus aus Murnau an ,"","",8.08 ,"","",W 9.08 ,10.37 ,"","",15.32 ,17.34 ,"","","","",8.08 ,"","",W 9.08 ,10.37 ,"","",15.32 ,17.34,"",""
Bus aus Bad Tölz an ,"","","","","","","","",13.44 ,15.44 ,17.44 ,"",18.44 ,"","","","","","","","",13.44 ,15.44 ,17.44,"",""
Kochel Bahnhof ab ,"","",8.13 ,"","",9.13 ,11.13 ,"",14.13 ,16.13 ,18.13 ,"",19.13 ,"","",8.13 ,"","",9.13 ,11.13 ,"",14.13 ,16.13 ,18.13 ,"",19.13
Kochel Gasthaus Post ,"","",8.14 ,"","",9.14 ,11.14 ,"",14.14 ,16.14 ,18.14 ,"",19.14 ,"","",8.14 ,"","",9.14 ,11.14 ,"",14.14 ,16.14 ,18.14 ,"",19.14
Kochel Volksschule,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Kochel Heimatbühne ,"","",8.15 ,"","",9.15 ,11.15 ,"",14.15 ,16.15 ,18.15 ,"",19.15 ,"","",8.15 ,"","",9.15 ,11.15 ,"",14.15 ,16.15 ,18.15 ,"",19.15
Kochel Franz-Marc-Museum ,"","",8.16 ,"","",9.16 ,11.16 ,"",14.16 ,16.16 ,18.16 ,"",19.16 ,"","",8.16 ,"","",9.16 ,11.16 ,"",14.16 ,16.16 ,18.16 ,"",19.16
Kochel Fa. Dorst ,"","",8.17 ,"","",9.17 ,11.17 ,"",14.17 ,16.17 ,18.17 ,"",19.17 ,"","",8.17 ,"","",9.17 ,11.17 ,"",14.17 ,16.17 ,18.17 ,"",19.17
Altjoch ,"","",8.18 ,"","",9.18 ,11.18 ,"",14.18 ,16.18 ,18.18 ,"",19.18 ,"","",8.18 ,"","",9.18 ,11.18 ,"",14.18 ,16.18 ,18.18 ,"",19.18
Helmerhütte ,"","",8.21 ,"","",9.21 ,11.21 ,"",14.21 ,16.21 ,18.21 ,"",19.21 ,"","",8.21 ,"","",9.21 ,11.21 ,"",14.21 ,16.21 ,18.21 ,"",19.21
Kesselberg Paßhöhe ,"","",8.24 ,"","",9.24 ,11.24 ,"",14.24 ,16.24 ,18.24 ,"",19.24 ,"","",8.24 ,"","",9.24 ,11.24 ,"",14.24 ,16.24 ,18.24 ,"",19.24
Urfeld ,"","",8.27 ,"","",9.27 ,11.27 ,"",14.27 ,16.27 ,18.27 ,"",19.27 ,"","",8.27 ,"","",9.27 ,11.27 ,"",14.27 ,16.27 ,18.27 ,"",19.27
Urfeld Jugendherberge ,"","",8.28 ,"","",9.28 ,11.28 ,"",14.28 ,16.28 ,18.28 ,"",19.28 ,"","",8.28 ,"","",9.28 ,11.28 ,"",14.28 ,16.28 ,18.28 ,"",19.28
Walchensee Herzogstandbahn ,"","",8.32 ,"","",9.32 ,11.32 ,"",14.32 ,16.32 ,18.32 ,18.50 ,19.32 ,"","",8.32 ,"","",9.32 ,11.32 ,"",14.32 ,16.32 ,18.32 ,18.50 ,19.32
Walchensee Seestüberl ,"","","","","",9.33 ,11.33 ,"",14.33 ,16.33 ,18.33 ,18.51 ,19.33 ,"","","","","",9.33 ,11.33 ,"",14.33 ,16.33 ,18.33 ,18.51 ,19.33
Walchensee Gasth. Edeltraud ,"","","","","",9.34 ,11.34 ,"",14.34 ,16.34 ,18.34 ,18.52 ,19.34 ,"","","","","",9.34 ,11.34 ,"",14.34 ,16.34 ,18.34 ,18.52 ,19.34
Lobisau ,"","","","","",9.35 ,11.35 ,"",14.35 ,16.35 ,18.35 ,18.53 ,19.35 ,"","","","","",9.35 ,11.35 ,"",14.35 ,16.35 ,18.35 ,18.53 ,19.35
Einsiedl ,"","","","","",9.37 ,11.37 ,"",14.37 ,16.37 ,18.37 ,18.55 ,19.37 ,"","","","","",9.37 ,11.37 ,"",14.37 ,16.37 ,18.37 ,18.55 ,19.37
Einsiedl Abzw. Mauthstraße,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Obernach ,"","","","","",9.40 ,11.40 ,"",14.40 ,16.40 ,18.40 ,18.58 ,19.40 ,"","","","","",9.40 ,11.40 ,"",14.40 ,16.40 ,18.40 ,18.58 ,19.40
Obernach Versuchsanstalt ,"","","","","",9.41 ,11.41 ,"",14.41 ,16.41 ,18.41 ,18.59 ,19.41 ,"","","","","",9.41 ,11.41 ,"",14.41 ,16.41 ,18.41 ,18.59 ,19.41
Wallgau Bichl ,"",7.15 ,"","","",9.44 ,11.44 ,11.57 ,14.44 ,16.44 ,18.44 ,19.02 ,19.44 ,"",7.15 ,"","","",9.44 ,11.44 ,11.57 ,14.44 ,16.44 ,18.44 ,19.02 ,19.44
Wallgau Rathaus an ,"",7.17 ,"","","",9.46 ,11.46 ,11.59 ,14.46 ,16.46 ,18.46 ,19.04 ,19.46 ,"",7.17 ,"","","",9.46 ,11.46 ,11.59 ,14.46 ,16.46 ,18.46 ,19.04 ,19.46
Wallgau Rathaus ab ,"",7.19 ,"","",8.30 ,9.47 ,11.47 ,12.00 ,14.47 ,16.47 ,18.47 ,19.05 ,19.47 ,"",7.19 ,"","",8.50 ,9.47 ,11.47 ,12.00 ,14.47 ,16.47 ,18.47 ,19.05 ,19.47
Wallgau Alpenhof ,"",7.20 ,"","",8.31 ,9.48 ,11.48 ,12.01 ,14.48 ,16.48 ,18.48 ,19.06 ,19.48 ,"",7.20 ,"","",8.51 ,9.48 ,11.48 ,12.01 ,14.48 ,16.48 ,18.48 ,19.06 ,19.48
Krün Gh. Post/Cafe Kranzbach ,"",7.23 ,"","",8.34 ,9.51 ,11.51 ,12.04 ,14.51 ,16.51 ,18.51 ,19.09 ,19.51 ,"",7.23 ,"","",8.54 ,9.51 ,11.51 ,12.04 ,14.51 ,16.51 ,18.51 ,19.09 ,19.51
Bärnbichl ,"",7.24 ,"","",8.35 ,"","",12.05 ,"","","","","","",7.24 ,"","",8.55 ,"","",12.05,"","","","",""
Barmsee ,"",7.25 ,"","",8.36 ,"","",12.06 ,"","","","","","",7.25 ,"","",8.56 ,"","",12.06,"","","","",""
Klais Fußgängerunterführung ,"",7.26 ,"","",8.37 ,"","",12.07 ,"","","","","","",7.26 ,"","",8.57 ,"","",12.07,"","","","",""
Krün Siedlung ,"","","","","",9.52 ,11.52 ,"",14.52 ,16.52 ,18.52 ,19.10 ,19.52 ,"","","","","",9.52 ,11.52 ,"",14.52 ,16.52 ,18.52 ,19.10 ,19.52
Isar-Seinsbrücke ,"","","","","",9.54 ,11.54 ,"",14.54 ,16.54 ,18.54 ,19.12 ,19.54 ,"","","","","",9.54 ,11.54 ,"",14.54 ,16.54 ,18.54 ,19.12 ,19.54
Mittenwald Kasernen ,"","","","","",9.56 ,11.56 ,"",14.56 ,16.56 ,18.56 ,19.14 ,19.56 ,"","","","","",9.56 ,11.56 ,"",14.56 ,16.56 ,18.56 ,19.14 ,19.56
Mittenwald Partenkirchner Straße ,"","","","","",9.58 ,11.58 ,"",14.58 ,16.58 ,18.58 ,19.16 ,19.58 ,"","","","","",9.58 ,11.58 ,"",14.58 ,16.58 ,18.58 ,19.16 ,19.58
Mittenwald Geigenbauschule ,"","","","","",9.59 ,11.59 ,"",14.59 ,16.59 ,18.59 ,19.17 ,19.59 ,"","","","","",9.59 ,11.59 ,"",14.59 ,16.59 ,18.59 ,19.17 ,19.59
Mittenwald Bahnhof an ,"","","","","",10.02 ,12.02 ,"",15.02 ,17.02 ,19.02 ,19.20 ,20.02 ,"","","","","",10.02 ,12.02 ,"",15.02 ,17.02 ,19.02 ,19.20 ,20.02
Anschlußhinweis,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Bus nach Seefeld (über Leutasch) ab ,"","","","","",10.20 ,12.20 ,"","","","","","","","","","","",10.20 ,12.20,"","","","","",""
Bus nach Seefeld (über Scharnitz) ab ,"","","","","","","","",15.08 ,17.03 ,"","","","","","","","","","","",15.08 ,17.03,"","",""
Bus aus Seefeld (über Leutasch) an,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Bus aus Seefeld (über Scharnitz) an ,"","","","","",9.29 ,"","",14.18 ,16.18 ,"","","","","","","","",9.28 ,"","",14.18 ,16.18,"","",""
Mittenwald Bahnhof ab ,"","","","","",10.02 ,12.02 ,"",15.02 ,17.02 ,19.02 ,19.20 ,20.02 ,"","","","","",10.02 ,12.02 ,"",15.02 ,17.02 ,19.02 ,19.20 ,20.02
Mittenwald Geigenbauschule ,"","","","","",10.04 ,12.04 ,"",15.04 ,17.04 ,19.04 ,19.22 ,20.04 ,"","","","","",10.04 ,12.04 ,"",15.04 ,17.04 ,19.04 ,19.22 ,20.04
Mittenwald Partenkirchner Straße ,"","","","","",10.07 ,12.07 ,"",15.07 ,17.07 ,19.07 ,19.25 ,20.07 ,"","","","","",10.07 ,12.07 ,"",15.07 ,17.07 ,19.07 ,19.25 ,20.07
Schmalensee ,"","","","","",10.10 ,12.10 ,"",15.10 ,17.10 ,19.10 ,19.28 ,20.10 ,"","","","","",10.10 ,12.10 ,"",15.10 ,17.10 ,19.10 ,19.28 ,20.10
Klais Bahnhof ,"","","","","",10.15 ,12.15 ,"",15.15 ,17.15 ,19.15 ,19.33 ,20.15 ,"","","","","",10.15 ,12.15 ,"",15.15 ,17.15 ,19.15 ,19.33 ,20.15
Gerold Abzw. ,"",7.29 ,"","",8.40 ,10.18 ,12.18 ,12.10 ,15.18 ,17.18 ,19.18 ,19.36 ,20.18 ,"",7.29 ,"","",9.00 ,10.18 ,12.18 ,12.10 ,15.18 ,17.18 ,19.18 ,19.36 ,20.18
Kaltenbrunn Gasth. ,"",7.31 ,"","",8.42 ,10.20 ,12.20 ,12.12 ,15.20 ,17.20 ,19.20 ,19.38 ,20.20 ,"",7.31 ,"","",9.02 ,10.20 ,12.20 ,12.12 ,15.20 ,17.20 ,19.20 ,19.38 ,20.20
Schlattan ,"",7.32 ,"","",8.43 ,10.21 ,12.21 ,12.13 ,15.21 ,17.21 ,19.21 ,19.39 ,20.21 ,"",7.32 ,"","",9.03 ,10.21 ,12.21 ,12.13 ,15.21 ,17.21 ,19.21 ,19.39 ,20.21
Anzlesau ,"",7.33 ,"","",8.44 ,10.22 ,12.22 ,12.14 ,15.22 ,17.22 ,19.22 ,19.40 ,20.22 ,"",7.33 ,"","",9.04 ,10.22 ,12.22 ,12.14 ,15.22 ,17.22 ,19.22 ,19.40 ,20.22
Partenkirchen Alpenstraße ,Y ,7.37 ,"",Y ,8.48 ,Y 10.26 ,Y 12.26 ,Y 12.18 ,Y 15.26 ,Y 17.26 ,Y 19.26 ,Y 19.44 ,Y 20.26 ,Y ,7.37 ,"",Y ,9.08 ,Y 10.26 ,Y 12.26 ,Y 12.18 ,Y 15.26 ,Y 17.26 ,Y 19.26 ,Y 19.44 ,Y 20.26
Partenkirchen Mittenwalder Straße ,Y ,7.38 ,"",Y ,8.49 ,Y 10.28 ,Y 12.28 ,Y 12.19 ,Y 15.28 ,Y 17.28 ,Y 19.28 ,Y 19.46 ,Y 20.28 ,Y ,7.38 ,"",Y ,9.09 ,Y 10.28 ,Y 12.28 ,Y 12.19 ,Y 15.28 ,Y 17.28 ,Y 19.28 ,Y 19.46 ,Y 20.28
Partenkirchen Haupt-/Dr.Wigger-Str ,Y ,7.39 ,"",Y ,8.50 ,Y 10.30 ,Y 12.30 ,Y 12.20 ,Y 15.30 ,Y 17.30 ,Y 19.30 ,Y 19.48 ,Y 20.30 ,Y ,7.39 ,"",Y ,9.10 ,Y 10.30 ,Y 12.30 ,Y 12.20 ,Y 15.30 ,Y 17.30 ,Y 19.30 ,Y 19.48 ,Y 20.30
Garmisch-Partenk. Rathaus ,Y ,7.41 ,"",Y ,8.52 ,Y 10.32 ,Y 12.32 ,Y 12.22 ,Y 15.32 ,Y 17.32 ,Y 19.32 ,Y 19.50 ,Y 20.32 ,Y ,7.41 ,"",Y ,9.12 ,Y 10.32 ,Y 12.32 ,Y 12.22 ,Y 15.32 ,Y 17.32 ,Y 19.32 ,Y 19.50 ,Y 20.32
Garmisch-Partenkirchen Bahnhof ,Y ,7.44 ,"",Y ,8.55 ,Y 10.35 ,Y 12.35 ,Y 12.25 ,Y 15.35 ,Y 17.35 ,Y 19.35 ,Y 19.53 ,Y 20.35 ,Y ,7.44 ,"",Y ,9.15 ,Y 10.35 ,Y 12.35 ,Y 12.25 ,Y 15.35 ,Y 17.35 ,Y 19.35 ,Y 19.53 ,Y 20.35
Anschlußhinweis,"","","","","","","","","","","","","","","","","","","","","","","","","",""
Zug nach München ab ,"",8.07 ,"","",9.07 ,11.07 ,13.07 ,13.07 ,16.07 ,18.07 ,20.05 ,20.05 ,21.07 ,"",8.07 ,"","",10.05 ,11.07 ,13.07 ,13.07 ,16.07 ,18.07 ,20.05 ,20.05 ,21.07
